-124.5000,42.5000,2014,288.6961
-124.5000,43.0000,2014,297.8100
-124.5000,48.0000,2014,178.8132
-124.0000,40.0000,2014,283.7180
-124.0000,40.5000,2014,288.2467
-124.0000,41.0000,2014,287.8476
-124.0000,41.5000,2014,286.3172
-124.0000,42.0000,2014,286.0238
-124.0000,42.5000,2014,285.7340
-124.0000,43.0000,2014,293.0457
-124.0000,43.5000,2014,305.3509
-124.0000,44.0000,2014,316.9435
-124.0000,44.5000,2014,324.9615
-124.0000,45.0000,2014,320.1681
-124.0000,45.5000,2014,304.1742
-124.0000,46.0000,2014,277.3625
-124.0000,46.5000,2014,247.4318
-124.0000,47.0000,2014,222.2482
-124.0000,47.5000,2014,200.0565
-123.5000,39.0000,2014,275.3207
-123.5000,39.5000,2014,276.7512
-123.5000,40.0000,2014,278.7587
-123.5000,40.5000,2014,281.5977
-123.5000,41.0000,2014,279.3272
-123.5000,41.5000,2014,277.2118
-123.5000,42.0000,2014,278.1503
-123.5000,42.5000,2014,283.4984
-123.5000,43.0000,2014,290.9304
-123.5000,43.5000,2014,298.2376
-123.5000,44.0000,2014,304.3809
-123.5000,44.5000,2014,305.8955
-123.5000,45.0000,2014,299.1593
-123.5000,45.5000,2014,286.2525
-123.5000,46.0000,2014,269.0439
-123.5000,46.5000,2014,250.3796
-123.5000,47.0000,2014,229.2256
-123.5000,47.5000,2014,209.5959
-123.5000,48.0000,2014,191.8546
-123.0000,38.5000,2014,270.5906
-123.0000,39.5000,2014,272.2159
-123.0000,40.0000,2014,274.1662
-123.0000,40.5000,2014,276.3299
-123.0000,41.0000,2014,277.7317
-123.0000,41.5000,2014,270.9468
-123.0000,42.0000,2014,273.7980
-123.0000,42.5000,2014,279.8949
-123.0000,43.0000,2014,287.0406
-123.0000,43.5000,2014,294.4167
-123.0000,44.0000,2014,299.6237
-123.0000,44.5000,2014,299.0548
-123.0000,45.0000,2014,292.8607
-123.0000,45.5000,2014,282.0701
-123.0000,46.0000,2014,268.3409
-123.0000,46.5000,2014,250.7725
-123.0000,47.0000,2014,232.7729
-123.0000,47.5000,2014,216.1407
-123.0000,48.0000,2014,200.1711
-123.0000,48.5000,2014,184.9317
-122.5000,38.0000,2014,264.5643
-122.5000,41.5000,2014,266.2869
-122.5000,42.0000,2014,267.5939
-122.5000,42.5000,2014,275.6524
-122.5000,43.0000,2014,284.8825
-122.5000,43.5000,2014,293.9623
-122.5000,44.0000,2014,302.0222
-122.5000,44.5000,2014,302.5417
-122.5000,45.0000,2014,296.7965
-122.5000,45.5000,2014,285.8613
-122.5000,46.0000,2014,270.2987
-122.5000,46.5000,2014,252.3882
-122.5000,47.0000,2014,234.0369
-122.5000,47.5000,2014,217.3634
-122.5000,48.0000,2014,202.6421
-122.5000,48.5000,2014,185.7593
-122.0000,36.5000,2014,278.0485
-122.0000,40.0000,2014,258.5762
-122.0000,40.5000,2014,259.5974
-122.0000,41.0000,2014,259.5925
-122.0000,42.5000,2014,273.0052
-122.0000,43.0000,2014,286.6075
-122.0000,43.5000,2014,302.4234
-122.0000,44.0000,2014,314.4763
-122.0000,44.5000,2014,319.4116
-122.0000,45.0000,2014,312.0067
-122.0000,45.5000,2014,299.1776
-122.0000,46.0000,2014,279.8415
-122.0000,46.5000,2014,256.9444
-122.0000,47.0000,2014,234.7429
-122.0000,47.5000,2014,215.5924
-122.0000,48.0000,2014,199.5209
-122.0000,48.5000,2014,184.1943
-121.5000,36.0000,2014,293.4477
-121.5000,39.0000,2014,249.2455
-121.5000,39.5000,2014,250.7606
-121.5000,40.0000,2014,248.8863
-121.5000,40.5000,2014,246.2091
-121.5000,41.0000,2014,244.7103
-121.5000,42.5000,2014,273.2429
-121.5000,43.0000,2014,293.7024
-121.5000,43.5000,2014,312.9683
-121.5000,46.0000,2014,293.5780
-121.5000,46.5000,2014,263.9132
-121.5000,47.0000,2014,235.0357
-121.5000,47.5000,2014,208.9770
-121.5000,48.5000,2014,179.0655
-121.0000,35.5000,2014,336.5670
-121.0000,36.0000,2014,282.1502
-121.0000,38.0000,2014,223.8977
-121.0000,38.5000,2014,232.6254
-121.0000,39.0000,2014,240.6043
-121.0000,39.5000,2014,242.9657
-121.0000,40.0000,2014,238.9924
-121.0000,42.0000,2014,249.8729
